,Community Area,Date,ASSAULT_Arrest,BATTERY_Arrest,CRIMINAL DAMAGE_Arrest,THEFT_Arrest,ASSAULT_Count,BATTERY_Count,CRIMINAL DAMAGE_Count,THEFT_Count,ASSAULT_Domestic,BATTERY_Domestic,CRIMINAL DAMAGE_Domestic,THEFT_Domestic
8620,69.0,2020-05-31,5,26,5,1,54,132,84,53,18,77,19,6
8621,69.0,2020-06-30,6,16,1,1,62,101,73,45,20,60,18,7
8622,69.0,2020-07-31,5,23,1,3,58,135,87,78,25,84,21,15
8623,69.0,2020-08-31,9,17,4,2,61,117,64,67,24,73,20,11
8624,69.0,2020-09-30,7,19,2,0,46,111,76,62,22,66,10,11
8625,69.0,2020-10-31,4,16,3,2,56,111,55,71,19,70,12,13
8626,69.0,2020-11-30,10,10,1,2,59,105,55,53,21,77,15,10
8627,69.0,2020-12-31,4,11,1,1,51,94,49,60,22,59,17,11
8628,69.0,2021-01-31,6,15,2,3,41,103,57,50,15,75,6,7
8629,69.0,2021-02-28,4,17,3,2,51,103,55,36,13,70,18,9
8630,69.0,2021-03-31,3,20,2,0,52,108,51,44,21,72,12,6
8631,69.0,2021-04-30,7,7,0,1,64,101,49,57,30,58,15,16
8632,69.0,2021-05-31,3,20,1,1,69,116,99,61,22,77,35,13
8633,69.0,2021-06-30,3,6,1,0,58,112,65,74,17,68,15,16
8634,69.0,2021-07-31,4,14,5,1,63,134,87,55,26,86,25,12
8635,69.0,2021-08-31,4,12,3,1,68,118,76,58,20,73,20,15
8636,69.0,2021-09-30,4,15,3,0,49,113,60,57,18,74,19,13
8637,69.0,2021-10-31,2,11,2,0,67,104,70,64,22,56,20,13
8638,69.0,2021-11-30,2,19,2,4,64,116,60,77,19,69,19,8
8639,69.0,2021-12-31,2,8,1,0,56,92,59,59,27,59,15,13
8640,69.0,2022-01-31,4,11,4,0,53,90,62,43,11,54,12,10
8641,69.0,2022-02-28,4,7,1,0,37,80,38,52,11,54,7,6
8642,69.0,2022-03-31,8,13,3,0,66,93,52,65,24,61,14,7
8643,69.0,2022-04-30,3,15,3,1,55,99,61,76,20,59,17,11
8644,69.0,2022-05-31,4,15,2,0,62,121,55,76,22,66,15,15
8645,69.0,2022-06-30,2,17,2,2,59,124,73,82,17,67,16,10
8646,69.0,2022-07-31,7,11,4,3,55,122,63,89,10,66,11,11
8647,69.0,2022-08-31,5,19,1,1,64,102,71,91,23,61,8,10
8648,69.0,2022-09-30,7,12,2,1,52,110,66,70,21,59,8,7
8649,69.0,2022-10-31,4,17,1,1,40,109,69,57,14,68,15,8
8650,69.0,2022-11-30,3,10,0,0,47,80,61,57,12,49,13,3
8651,69.0,2022-12-31,3,18,0,4,45,100,50,82,16,57,10,9
8652,69.0,2023-01-31,5,20,1,1,53,97,64,70,16,76,12,10
8653,69.0,2023-02-28,4,15,3,5,48,95,57,76,22,57,14,10
8654,69.0,2023-03-31,5,19,3,3,58,114,80,69,13,69,19,10
8655,69.0,2023-04-30,3,21,1,1,49,135,68,63,17,90,15,7
8656,69.0,2023-05-31,10,10,2,2,63,117,72,72,17,66,11,10
8657,69.0,2023-06-30,4,15,3,0,53,127,75,81,26,83,16,15
8658,69.0,2023-07-31,8,21,2,2,63,130,74,90,24,82,23,15
8659,69.0,2023-08-31,4,18,4,2,66,117,94,75,20,71,21,7
8660,69.0,2023-09-30,6,19,1,2,50,116,71,89,17,64,15,7
8661,69.0,2023-10-31,7,15,4,3,64,132,89,104,21,69,20,9
8662,69.0,2023-11-30,2,15,0,2,71,115,53,81,21,71,14,5
8663,69.0,2023-12-31,8,13,5,1,70,100,71,82,24,63,16,9
8664,69.0,2024-01-31,5,11,2,1,46,105,50,80,14,64,9,8
8665,69.0,2024-02-29,4,13,1,2,37,103,62,55,12,69,12,4
8666,69.0,2024-03-31,6,17,0,4,47,126,56,88,16,85,11,9
8667,69.0,2024-04-30,4,20,2,6,56,136,50,70,18,81,20,8
8668,69.0,2024-05-31,7,21,8,1,83,147,70,68,27,92,23,4
8669,69.0,2024-06-30,7,24,4,4,80,133,76,81,22,81,20,7
8670,69.0,2024-07-31,9,17,5,1,68,128,70,71,23,73,17,5
8671,69.0,2024-08-31,6,20,2,2,74,106,64,90,23,69,13,9
8672,69.0,2024-09-30,11,16,3,4,57,140,58,86,25,81,17,14
8673,69.0,2024-10-31,7,15,6,3,56,115,75,107,26,62,14,12
8674,69.0,2024-11-30,7,13,1,2,43,91,49,85,14,51,14,10
8675,69.0,2024-12-31,6,14,1,3,44,108,48,81,12,72,13,15
8676,69.0,2025-01-31,2,10,3,0,47,84,51,43,16,46,8,10
8677,69.0,2025-02-28,6,22,0,2,45,91,36,50,12,65,10,2
8678,69.0,2025-03-31,7,26,3,2,50,124,49,71,21,83,19,13
8679,69.0,2025-04-30,3,24,4,2,78,106,64,83,30,60,18,16
8680,69.0,2025-05-31,3,28,1,3,64,117,66,85,20,61,16,17
8681,69.0,2025-06-30,7,32,3,3,72,146,69,95,27,86,14,17
8682,69.0,2025-07-31,16,19,5,1,77,138,68,82,27,90,15,9
8683,69.0,2025-08-31,8,28,4,0,72,124,80,77,22,78,22,10
8684,69.0,2025-09-30,8,23,2,0,69,116,55,76,20,81,11,17
8685,69.0,2025-10-31,4,26,3,2,59,122,82,78,25,74,18,13
8686,69.0,2025-11-30,11,18,3,2,65,124,70,81,33,79,12,5
8687,69.0,2025-12-31,10,25,1,1,63,94,50,57,23,63,10,6
8688,69.0,2026-01-31,5,23,3,3,55,109,50,64,20,66,8,11
8689,69.0,2026-02-28,7,8,1,3,39,100,30,49,11,66,5,6
8690,69.0,2026-03-31,8,26,6,1,75,126,54,68,26,80,14,9
8691,69.0,2026-04-30,7,29,3,5,70,138,52,79,17,77,28,17
8692,69.0,2026-05-31,8,26,3,4,56,134,55,67,7,78,16,10
8693,69.0,2026-06-30,5,24,4,4,54,114,65,75,22,69,21,10
8694,70.0,2016-01-31,3,8,3,4,9,31,29,35,2,15,3,1
8695,70.0,2016-02-29,2,8,3,4,11,28,23,41,3,15,3,2
8696,70.0,2016-03-31,5,7,0,2,20,36,21,39,6,19,4,1
8697,70.0,2016-04-30,5,7,4,2,22,40,41,40,4,25,5,3
8698,70.0,2016-05-31,2,7,0,4,19,42,30,48,3,23,6,0
8699,70.0,2016-06-30,4,7,0,4,12,42,25,44,4,27,5,3
8700,70.0,2016-07-31,2,10,0,1,23,38,31,51,3,25,4,2
8701,70.0,2016-08-31,1,6,1,2,14,36,29,67,5,25,5,4
8702,70.0,2016-09-30,3,4,2,1,20,34,38,54,4,16,1,1
8703,70.0,2016-10-31,4,5,1,4,26,45,50,51,5,15,2,1
8704,70.0,2016-11-30,2,5,3,4,12,27,40,50,5,13,4,2
8705,70.0,2016-12-31,0,6,0,0,11,27,29,44,3,20,0,3
8706,70.0,2017-01-31,3,9,1,2,11,42,36,43,1,22,4,2
8707,70.0,2017-02-28,2,8,1,1,12,33,35,37,4,16,2,0
8708,70.0,2017-03-31,2,1,3,6,10,28,53,44,3,16,6,2
8709,70.0,2017-04-30,3,10,3,1,18,44,34,26,6,22,5,2
8710,70.0,2017-05-31,0,7,1,1,16,39,31,25,8,26,6,3
8711,70.0,2017-06-30,0,9,2,2,14,38,31,37,5,18,6,2
8712,70.0,2017-07-31,1,4,2,1,10,45,25,41,2,32,4,2
8713,70.0,2017-08-31,2,4,0,2,18,29,28,36,5,20,2,1
8714,70.0,2017-09-30,1,3,0,3,15,31,37,44,3,18,3,0
8715,70.0,2017-10-31,4,8,0,1,18,43,23,47,6,22,2,2
8716,70.0,2017-11-30,2,7,1,2,14,39,28,53,4,19,0,0
8717,70.0,2017-12-31,0,2,1,2,13,37,18,36,2,21,3,3
8718,70.0,2018-01-31,1,7,0,1,17,42,17,37,5,26,4,3
8719,70.0,2018-02-28,4,7,2,1,9,25,20,21,4,15,3,1
8720,70.0,2018-03-31,3,7,0,1,21,31,25,29,6,18,2,2
8721,70.0,2018-04-30,0,5,1,2,10,35,19,39,3,17,0,1
8722,70.0,2018-05-31,3,7,0,1,20,41,22,61,5,21,3,4
8723,70.0,2018-06-30,1,5,0,5,13,48,41,50,7,30,6,3
8724,70.0,2018-07-31,2,5,0,2,23,41,25,50,9,33,2,3
8725,70.0,2018-08-31,1,8,1,1,18,39,39,44,11,31,2,2
8726,70.0,2018-09-30,3,5,0,3,25,37,25,35,13,16,3,1
8727,70.0,2018-10-31,2,12,2,2,25,40,32,28,5,16,7,0
8728,70.0,2018-11-30,2,7,1,1,17,32,24,51,5,22,4,2
8729,70.0,2018-12-31,2,12,0,4,10,39,34,40,3,26,7,0
8730,70.0,2019-01-31,3,9,2,1,21,31,18,35,9,19,1,1
8731,70.0,2019-02-28,0,9,0,1,13,27,21,27,1,12,4,1
8732,70.0,2019-03-31,2,8,1,1,24,34,19,22,3,19,3,0
8733,70.0,2019-04-30,3,7,1,3,17,32,24,29,5,21,5,1
8734,70.0,2019-05-31,7,11,2,2,21,49,27,40,9,22,8,1
8735,70.0,2019-06-30,4,7,0,2,19,41,29,33,8,23,3,2
8736,70.0,2019-07-31,1,2,3,0,22,24,36,37,8,12,3,1
8737,70.0,2019-08-31,3,12,0,0,22,34,25,43,4,26,2,1
8738,70.0,2019-09-30,2,7,2,2,21,33,23,44,9,24,4,2
8739,70.0,2019-10-31,4,8,0,1,18,41,24,34,5,24,4,2
8740,70.0,2019-11-30,2,7,0,1,15,27,27,37,5,20,1,3
8741,70.0,2019-12-31,3,5,1,2,16,36,27,58,3,20,4,3
8742,70.0,2020-01-31,4,4,0,1,12,34,17,38,2,17,1,1
8743,70.0,2020-02-29,4,5,0,0,15,41,19,31,5,29,1,1
8744,70.0,2020-03-31,2,2,2,0,15,24,12,22,6,14,3,2
8745,70.0,2020-04-30,1,2,0,0,11,27,11,22,3,21,3,1
8746,70.0,2020-05-31,2,5,1,0,11,28,24,18,4,21,8,1
8747,70.0,2020-06-30,2,6,0,0,22,29,26,22,6,16,5,1
8748,70.0,2020-07-31,1,4,0,2,20,29,20,30,6,20,2,3
8749,70.0,2020-08-31,0,6,1,0,14,36,19,32,2,23,3,4
8750,70.0,2020-09-30,0,1,1,0,14,33,27,21,5,20,5,3
8751,70.0,2020-10-31,1,6,2,1,21,25,29,25,6,15,6,0
8752,70.0,2020-11-30,0,3,0,0,10,18,15,30,4,14,1,2
8753,70.0,2020-12-31,2,2,0,0,14,21,12,22,7,14,4,1
8754,70.0,2021-01-31,2,3,0,0,9,29,11,20,6,23,1,3
8755,70.0,2021-02-28,4,3,0,0,10,17,13,13,3,15,3,0
8756,70.0,2021-03-31,0,1,1,0,13,9,21,13,7,7,4,2
8757,70.0,2021-04-30,0,3,0,0,16,18,22,19,4,14,6,0
8758,70.0,2021-05-31,1,4,0,1,20,37,17,15,1,21,3,3
8759,70.0,2021-06-30,0,3,0,0,16,35,13,17,5,25,2,0
8760,70.0,2021-07-31,0,2,1,0,20,27,21,27,7,15,4,2
8761,70.0,2021-08-31,1,4,1,0,11,30,20,22,4,21,5,2
8762,70.0,2021-09-30,1,4,1,0,14,29,27,28,5,16,3,3
8763,70.0,2021-10-31,2,1,0,0,18,22,11,33,3,14,3,1
8764,70.0,2021-11-30,2,1,1,0,11,34,17,38,2,17,2,2
8765,70.0,2021-12-31,1,6,0,1,16,26,17,36,4,15,5,2
8766,70.0,2022-01-31,1,5,1,0,14,31,18,23,4,22,3,2
8767,70.0,2022-02-28,0,5,5,0,14,22,20,16,2,11,7,2
8768,70.0,2022-03-31,0,1,0,0,19,27,20,20,3,12,2,0
8769,70.0,2022-04-30,0,1,1,0,13,26,19,30,3,18,4,2
8770,70.0,2022-05-31,3,2,0,0,25,45,23,36,4,25,8,3
8771,70.0,2022-06-30,2,4,1,0,19,29,32,29,5,16,5,2
8772,70.0,2022-07-31,1,4,1,0,18,23,20,36,8,15,5,0
8773,70.0,2022-08-31,2,5,0,0,17,26,17,39,7,23,1,2
8774,70.0,2022-09-30,1,5,1,0,25,40,20,35,13,23,4,5
8775,70.0,2022-10-31,2,6,1,2,15,40,26,41,6,20,1,4
8776,70.0,2022-11-30,1,0,0,0,16,19,29,31,5,9,3,2
8777,70.0,2022-12-31,2,6,0,0,12,24,19,37,6,19,3,3
8778,70.0,2023-01-31,0,7,1,1,11,22,13,35,1,16,1,1
8779,70.0,2023-02-28,1,6,1,0,17,36,18,37,5,22,3,2
8780,70.0,2023-03-31,0,4,0,1,15,29,34,31,2,19,8,1
8781,70.0,2023-04-30,1,6,0,0,15,44,29,29,10,25,6,2
8782,70.0,2023-05-31,0,5,0,0,15,40,17,37,4,22,5,4
8783,70.0,2023-06-30,1,1,2,0,15,9,20,35,3,4,4,2
8784,70.0,2023-07-31,0,6,1,0,25,34,25,40,6,20,3,1
8785,70.0,2023-08-31,2,7,1,0,20,35,15,33,8,22,3,4
8786,70.0,2023-09-30,2,1,0,0,26,28,19,32,8,10,4,2
8787,70.0,2023-10-31,1,2,2,0,22,27,32,38,7,20,5,2
8788,70.0,2023-11-30,0,5,0,1,11,34,26,33,1,26,0,1
8789,70.0,2023-12-31,1,5,0,1,19,29,21,49,5,16,4,0
8790,70.0,2024-01-31,2,1,0,1,20,28,15,44,7,14,3,3
8791,70.0,2024-02-29,1,3,1,2,14,24,23,37,2,14,7,3
8792,70.0,2024-03-31,2,1,0,1,22,22,45,34,6,12,5,1
8793,70.0,2024-04-30,3,6,4,0,18,39,28,20,2,22,5,1
8794,70.0,2024-05-31,1,1,0,0,24,39,23,36,3,21,5,2
8795,70.0,2024-06-30,0,4,0,0,21,36,30,37,4,23,5,1
8796,70.0,2024-07-31,2,3,0,0,14,30,25,40,6,17,1,2
8797,70.0,2024-08-31,1,2,1,4,11,29,16,32,4,20,3,2
8798,70.0,2024-09-30,0,4,0,0,21,40,18,43,8,21,4,4
8799,70.0,2024-10-31,1,0,0,0,30,40,33,37,8,22,2,5
8800,70.0,2024-11-30,3,6,2,0,23,24,24,43,8,18,4,1
8801,70.0,2024-12-31,3,4,2,1,24,28,15,29,7,14,4,1
8802,70.0,2025-01-31,2,5,0,0,16,26,19,16,5,16,1,2
8803,70.0,2025-02-28,0,1,0,3,12,22,17,21,4,16,3,2
8804,70.0,2025-03-31,3,7,0,3,19,31,21,27,2,17,4,1
8805,70.0,2025-04-30,0,8,1,1,20,38,18,24,5,24,4,2
8806,70.0,2025-05-31,2,3,0,1,21,27,12,19,8,15,1,2
8807,70.0,2025-06-30,0,5,0,2,21,34,16,28,7,21,5,1
8808,70.0,2025-07-31,0,7,0,1,21,37,16,31,7,23,0,3
8809,70.0,2025-08-31,3,1,4,1,15,27,22,36,2,14,5,3
8810,70.0,2025-09-30,0,4,0,2,16,36,18,33,7,19,2,4
8811,70.0,2025-10-31,0,3,2,0,22,41,25,34,10,26,2,3
8812,70.0,2025-11-30,1,6,0,0,12,33,32,15,3,22,1,2
8813,70.0,2025-12-31,4,7,0,0,20,33,20,26,6,18,3,3
8814,70.0,2026-01-31,1,4,1,1,10,24,19,19,4,19,5,1
8815,70.0,2026-02-28,0,5,0,0,20,30,15,33,5,20,4,2
8816,70.0,2026-03-31,2,3,1,0,21,28,18,22,5,16,5,0
8817,70.0,2026-04-30,0,4,0,0,20,17,6,24,6,10,2,4
8818,70.0,2026-05-31,1,3,1,1,20,30,18,39,4,15,5,3
8819,70.0,2026-06-30,1,4,1,0,12,35,16,16,4,23,4,1
8820,71.0,2016-01-31,6,39,1,14,42,118,58,94,16,75,10,10
8821,71.0,2016-02-29,9,25,4,7,38,111,55,83,16,72,9,10
8822,71.0,2016-03-31,13,37,3,12,50,159,74,96,18,103,14,15
8823,71.0,2016-04-30,9,31,8,6,52,131,89,89,18,82,21,9
8824,71.0,2016-05-31,15,25,5,20,55,139,81,102,23,94,17,12
8825,71.0,2016-06-30,12,32,8,11,58,163,86,112,20,112,17,14
8826,71.0,2016-07-31,11,31,9,3,62,159,104,110,19,110,18,14
8827,71.0,2016-08-31,15,31,11,13,72,160,95,113,29,106,26,9
8828,71.0,2016-09-30,13,33,6,10,57,157,85,90,22,101,20,18
8829,71.0,2016-10-31,15,36,9,12,71,174,106,105,25,108,23,15
8830,71.0,2016-11-30,5,29,4,13,39,140,92,97,14,86,19,11
8831,71.0,2016-12-31,8,25,6,5,44,114,64,63,17,78,14,9
8832,71.0,2017-01-31,12,31,7,10,56,136,80,89,26,100,15,9
8833,71.0,2017-02-28,10,29,6,13,50,118,58,94,23,76,14,10
8834,71.0,2017-03-31,5,37,8,3,37,140,62,77,13,93,13,8
8835,71.0,2017-04-30,18,40,8,10,67,177,85,82,24,107,26,6
8836,71.0,2017-05-31,16,30,4,11,78,139,69,118,20,81,14,17
8837,71.0,2017-06-30,9,33,7,11,69,156,72,125,30,95,17,14
8838,71.0,2017-07-31,10,26,5,13,75,161,72,124,26,99,20,15
8839,71.0,2017-08-31,12,25,8,14,62,143,98,116,23,103,16,17
8840,71.0,2017-09-30,8,32,4,7,54,135,75,109,17,88,7,13
8841,71.0,2017-10-31,11,26,0,8,55,123,68,105,18,82,14,9
8842,71.0,2017-11-30,13,20,5,5,60,110,58,72,22,82,16,10
8843,71.0,2017-12-31,7,26,0,7,47,144,63,98,22,96,13,11
8844,71.0,2018-01-31,12,25,4,10,46,121,63,106,18,83,6,11
8845,71.0,2018-02-28,6,28,2,14,47,116,44,78,19,88,8,10
8846,71.0,2018-03-31,8,24,9,9,52,143,73,81,19,94,16,10
8847,71.0,2018-04-30,12,26,3,5,49,97,60,87,12,66,19,9
8848,71.0,2018-05-31,17,43,4,12,61,170,93,106,29,116,16,13
8849,71.0,2018-06-30,14,26,2,10,61,140,67,101,28,98,20,12
8850,71.0,2018-07-31,12,30,11,8,76,164,87,114,29,112,19,11
8851,71.0,2018-08-31,9,39,5,7,58,153,79,109,27,109,17,10
8852,71.0,2018-09-30,11,33,4,4,72,136,60,108,30,88,14,11
8853,71.0,2018-10-31,15,30,7,10,60,133,62,106,28,87,12,8
8854,71.0,2018-11-30,15,37,6,17,61,130,61,101,30,103,17,14
8855,71.0,2018-12-31,12,41,3,14,74,154,66,98,39,105,22,11
8856,71.0,2019-01-31,16,27,4,4,59,112,49,71,26,78,13,6
8857,71.0,2019-02-28,10,37,5,16,52,129,46,87,27,82,14,9
8858,71.0,2019-03-31,15,37,7,4,55,139,55,78,25,97,21,17
8859,71.0,2019-04-30,15,31,5,4,63,134,69,87,21,99,17,12
8860,71.0,2019-05-31,15,36,8,13,72,166,85,106,25,109,28,16
8861,71.0,2019-06-30,14,47,4,9,73,171,74,107,26,117,18,9
8862,71.0,2019-07-31,15,35,2,14,76,155,74,117,32,109,12,15
8863,71.0,2019-08-31,16,44,5,10,71,157,88,109,28,110,22,8
8864,71.0,2019-09-30,12,44,6,7,65,154,83,92,29,97,15,9
8865,71.0,2019-10-31,9,38,6,11,47,157,102,119,14,102,15,11
8866,71.0,2019-11-30,15,34,7,9,70,129,63,70,28,88,11,13
8867,71.0,2019-12-31,18,40,11,7,53,131,67,102,23,97,23,8
8868,71.0,2020-01-31,11,33,9,11,50,123,55,99,15,87,11,10
8869,71.0,2020-02-29,6,29,5,11,36,116,47,80,8,80,10,8
8870,71.0,2020-03-31,8,35,5,7,41,146,69,74,16,101,14,5
8871,71.0,2020-04-30,5,13,0,0,32,80,53,56,13,53,8,11
8872,71.0,2020-05-31,3,17,6,5,40,128,80,70,18,77,14,9
8873,71.0,2020-06-30,6,29,8,0,64,142,95,63,22,91,32,7
8874,71.0,2020-07-31,9,24,2,5,82,156,98,72,34,101,25,16
8875,71.0,2020-08-31,5,23,6,5,61,126,79,84,28,82,25,15
8876,71.0,2020-09-30,7,25,8,4,65,97,83,98,24,64,18,15
8877,71.0,2020-10-31,8,24,5,2,56,131,86,66,24,93,22,9
8878,71.0,2020-11-30,5,25,3,6,45,105,52,83,23,74,16,10
8879,71.0,2020-12-31,6,23,2,6,35,93,58,76,16,62,21,9
8880,71.0,2021-01-31,4,26,2,3,58,111,57,69,23,82,19,13
8881,71.0,2021-02-28,3,21,1,2,42,90,47,53,14,63,16,8
8882,71.0,2021-03-31,6,21,4,3,58,124,72,59,28,84,19,11
8883,71.0,2021-04-30,6,15,5,6,54,99,77,77,29,65,24,15
8884,71.0,2021-05-31,4,25,1,0,56,119,76,65,24,78,26,14
8885,71.0,2021-06-30,3,16,3,1,53,112,88,61,28,84,30,15
8886,71.0,2021-07-31,7,17,4,2,75,121,90,66,29,84,27,13
8887,71.0,2021-08-31,3,27,2,1,51,128,83,72,17,92,19,19
8888,71.0,2021-09-30,4,15,4,0,62,100,72,68,22,68,14,15
8889,71.0,2021-10-31,3,14,1,2,56,120,73,74,21,80,10,9
8890,71.0,2021-11-30,6,17,3,2,65,90,71,72,26,66,27,5
8891,71.0,2021-12-31,5,14,2,1,70,106,71,69,28,69,21,4
8892,71.0,2022-01-31,4,13,1,1,54,95,60,51,26,74,15,6
8893,71.0,2022-02-28,3,11,3,2,54,101,47,78,18,66,18,8
8894,71.0,2022-03-31,5,18,5,1,55,112,97,87,20,69,22,9
8895,71.0,2022-04-30,8,13,2,1,56,106,70,64,27,78,13,6
8896,71.0,2022-05-31,4,23,1,0,54,124,84,88,16,75,23,5
8897,71.0,2022-06-30,6,12,1,1,65,113,59,87,29,68,14,5
8898,71.0,2022-07-31,4,11,2,1,53,115,75,93,19,74,15,19
8899,71.0,2022-08-31,6,14,3,0,63,95,69,77,21,60,17,8
8900,71.0,2022-09-30,6,8,2,1,72,121,90,74,35,76,21,8
8901,71.0,2022-10-31,3,14,0,3,55,99,85,112,22,60,19,14
8902,71.0,2022-11-30,3,15,1,0,57,96,73,60,22,63,13,2
8903,71.0,2022-12-31,7,17,2,2,41,95,65,85,20,68,8,9
8904,71.0,2023-01-31,4,21,3,2,46,116,75,71,17,79,13,9
8905,71.0,2023-02-28,6,11,0,3,42,82,45,72,15,57,10,5
8906,71.0,2023-03-31,1,21,1,2,63,105,54,74,23,60,12,8
8907,71.0,2023-04-30,7,12,4,1,62,108,74,75,23,74,18,14
8908,71.0,2023-05-31,6,24,1,3,71,130,82,66,22,92,28,9
8909,71.0,2023-06-30,8,15,1,4,61,106,79,98,18,76,13,12
8910,71.0,2023-07-31,7,14,1,3,61,121,79,82,27,80,14,16
8911,71.0,2023-08-31,10,17,2,2,64,132,75,83,22,82,17,11
8912,71.0,2023-09-30,2,17,1,0,58,119,67,88,18,76,18,14
8913,71.0,2023-10-31,5,22,2,4,72,128,74,86,30,78,16,14
8914,71.0,2023-11-30,6,12,0,2,55,98,70,86,19,65,14,11
8915,71.0,2023-12-31,4,12,3,3,47,107,70,95,13,78,19,5
8916,71.0,2024-01-31,7,30,0,2,50,98,79,65,18,72,11,6
8917,71.0,2024-02-29,0,19,1,2,50,104,70,71,21,66,13,3
8918,71.0,2024-03-31,3,15,4,3,63,113,106,81,30,69,26,12
8919,71.0,2024-04-30,2,12,0,1,59,122,81,66,22,76,16,16
8920,71.0,2024-05-31,7,21,5,3,74,113,82,90,35,78,13,12
8921,71.0,2024-06-30,5,15,3,3,75,135,88,75,30,92,27,8
8922,71.0,2024-07-31,8,18,1,0,80,121,82,84,36,85,23,17
8923,71.0,2024-08-31,3,16,3,3,75,106,74,79,36,63,14,9
8924,71.0,2024-09-30,4,19,3,1,66,122,96,69,23,76,21,12
8925,71.0,2024-10-31,5,16,1,6,88,126,82,83,43,95,28,12
8926,71.0,2024-11-30,4,12,3,2,49,98,70,68,23,73,17,9
8927,71.0,2024-12-31,3,12,1,3,45,103,69,72,22,75,19,13
8928,71.0,2025-01-31,7,15,3,4,49,88,60,84,15,55,17,7
8929,71.0,2025-02-28,0,17,0,0,38,85,37,65,21,54,8,10
8930,71.0,2025-03-31,4,14,2,2,50,106,56,66,22,78,10,11
8931,71.0,2025-04-30,5,12,7,4,68,107,73,77,24,70,27,14
8932,71.0,2025-05-31,5,17,2,1,61,112,74,67,28,76,21,8
8933,71.0,2025-06-30,4,15,3,4,75,126,72,92,29,83,24,14
8934,71.0,2025-07-31,10,18,7,5,75,116,99,99,36,82,28,18
8935,71.0,2025-08-31,8,19,1,3,65,128,61,65,25,84,12,11
8936,71.0,2025-09-30,10,17,0,2,61,106,54,61,26,57,11,13
8937,71.0,2025-10-31,4,16,5,2,57,92,100,61,24,60,9,8
8938,71.0,2025-11-30,7,19,2,1,45,100,120,75,20,69,18,11
8939,71.0,2025-12-31,7,12,4,8,47,86,71,80,25,68,8,9
8940,71.0,2026-01-31,6,14,1,16,40,76,58,86,10,54,11,8
8941,71.0,2026-02-28,5,11,1,12,67,83,55,61,35,62,8,9
8942,71.0,2026-03-31,3,12,2,2,42,82,62,60,19,59,19,8
8943,71.0,2026-04-30,4,14,2,8,43,104,50,84,13,78,16,10
8944,71.0,2026-05-31,1,17,0,4,47,132,60,97,19,93,19,13
8945,71.0,2026-06-30,4,15,3,6,43,109,56,81,18,74,14,13
8946,72.0,2016-01-31,0,2,0,0,6,10,4,6,1,6,0,1
8947,72.0,2016-02-29,0,2,0,0,3,11,5,5,2,8,0,2
8948,72.0,2016-03-31,1,1,1,1,3,8,20,19,1,3,1,1
8949,72.0,2016-04-30,0,0,0,1,4,8,10,17,0,5,2,0
8950,72.0,2016-05-31,0,1,0,0,7,9,16,18,1,4,0,1
8951,72.0,2016-06-30,0,0,0,2,4,9,5,27,1,7,0,1
8952,72.0,2016-07-31,1,0,0,1,4,8,21,29,2,2,1,2
8953,72.0,2016-08-31,0,1,0,2,4,10,9,34,0,4,0,3
8954,72.0,2016-09-30,1,1,0,3,2,11,10,30,0,3,1,0
8955,72.0,2016-10-31,0,2,0,3,10,7,14,30,3,6,2,1
8956,72.0,2016-11-30,1,1,0,0,5,6,13,19,1,4,0,0
8957,72.0,2016-12-31,0,3,0,2,4,13,8,11,3,8,1,0
8958,72.0,2017-01-31,0,1,0,2,2,7,9,14,1,3,0,0
8959,72.0,2017-02-28,0,3,1,2,2,4,11,16,2,2,0,2
8960,72.0,2017-03-31,2,1,0,2,9,6,7,13,1,2,2,0
8961,72.0,2017-04-30,0,0,0,0,1,6,11,12,0,4,1,0
8962,72.0,2017-05-31,2,4,1,3,10,11,9,21,2,6,2,0
8963,72.0,2017-06-30,2,4,1,3,8,12,34,24,2,4,2,0
8964,72.0,2017-07-31,2,2,1,3,6,10,8,20,2,7,3,0
8965,72.0,2017-08-31,0,2,0,2,4,9,12,30,2,6,0,1
8966,72.0,2017-09-30,0,0,2,3,5,6,7,21,2,3,1,1
8967,72.0,2017-10-31,0,2,0,0,6,11,5,27,0,4,1,0
8968,72.0,2017-11-30,2,2,0,1,7,8,10,20,1,5,1,0
8969,72.0,2017-12-31,0,3,0,1,3,8,6,20,1,4,0,0
8970,72.0,2018-01-31,1,3,0,2,5,6,7,19,1,6,0,1
8971,72.0,2018-02-28,0,0,0,2,3,6,5,9,0,2,0,0
8972,72.0,2018-03-31,1,3,1,2,6,12,7,18,0,3,0,0
8973,72.0,2018-04-30,0,1,0,0,4,10,11,15,1,8,0,0
8974,72.0,2018-05-31,1,2,0,2,12,8,9,26,5,6,0,2
8975,72.0,2018-06-30,0,3,0,3,8,17,12,28,4,11,0,1
8976,72.0,2018-07-31,0,3,0,5,3,15,16,26,0,14,1,2
8977,72.0,2018-08-31,1,1,0,2,4,8,4,30,2,5,0,1
8978,72.0,2018-09-30,0,0,0,0,3,10,6,26,1,7,1,0
8979,72.0,2018-10-31,0,3,2,0,3,10,17,14,2,5,0,0
8980,72.0,2018-11-30,0,0,0,1,4,6,12,17,2,2,1,0
8981,72.0,2018-12-31,0,1,0,2,2,7,17,18,1,5,1,0
8982,72.0,2019-01-31,0,2,0,0,2,8,13,12,1,5,0,0
8983,72.0,2019-02-28,0,1,0,0,4,9,4,14,2,7,0,0
